"id","district_id","neighborhood_id","name","street","housenumber","city","postcode","amenity","speciality","opening_hours","website","longitude","latitude","wheelchair","description","email","toilets_wheelchair","wheelchair_description","geometry","district","neighborhood"
"1930491527","11009009","907",ARZ,Albert-Einstein-Straße,"4",Berlin,"12489",practice,,Mo-Fr 07:30-22:00; Sa 09:00-17:00,,13.536666,52.431386,yes,,,,,POINT(13.536666 52.431386),Treptow-Köpenick,Friedrichshagen
"8486926091","11007007","701",Antje Brumby,Grazer Damm,"113-119",Berlin,"12157",practice,paediatrics,,,13.348350,52.469764,,,,,,POINT(13.34835 52.469764),Tempelhof-Schöneberg,Lichtenrade
"10246140895","11008008","804",Augenarztpraxis Berlin Süd,Köpenicker Straße,,Berlin,"12355",practice,ophthalmology,,,13.496886,52.418533,yes,,,,,POINT(13.496886 52.418533),Neukölln,Gropiusstadt
"8319088520","11012012","1202",Augenarztpraxis Birthe Venrath,Berliner Straße,"1A",Berlin,"13507",practice,ophthalmology,,http://augenarzt-tegel.com/,13.283404,52.589488,,,,,,POINT(13.283404 52.589488),Reinickendorf,Borsigwalde
"7749857584","11007007","702",Ernst-Robert Ohlrich,Wilhelmshöher Straße,"28",Berlin,"12161",practice,psychotherapy,,,13.326647,52.472343,,,,,,POINT(13.326647 52.472343),Tempelhof-Schöneberg,Lichtenrade
"9461898761","11012012","1201",Hausarztpraxis Katrin Elbe,Deutsche Straße,,Berlin,"13407",practice,general,,,13.361267,52.568600,,,,,,POINT(13.361267 52.5686),Reinickendorf,Borsigwalde
"7823742547","11001001","101",A-Arbeitsmedizin,Schwartzkopffstraße,"15",Berlin,"10115",practice,occupational,,https://a-arbeitsmedizin.de/,13.379949,52.535000,,,info@a-arbeitsmedizin.de,,,POINT(13.379949 52.535),Mitte,Gesundbrunnen
"11108705050","11003003","301",A. Dorosti Nadali,Dunckerstraße,"17",Berlin,"10437",practice,general,"Mo,Tu,Th 08:00-18:00; We 08:00-13:00",https://www.praxis-nadali.de/,13.421853,52.543434,,,,,,POINT(13.421853 52.543434),Pankow,Wilhelmsruh
"150566434","11005005","509",Havelklinik,Gatower Straße,"191",Berlin,"13595",clinic,,,https://www.havelklinik.de/,13.180272,52.502734,,,,,,POINT(13.180272 52.502734),Spandau,Wilhelmstadt
"10032352485","11006006","603",Kirsten Wallner,Leonorenstraße,,Berlin,"12247",practice,physiotherapy,,,13.345526,52.436912,,,,,,POINT(13.345526 52.436912),Steglitz-Zehlendorf,Wannsee
"7549698923","11004004","407",Bernd Hüske,Georg-Wilhelm-Straße,"21",Berlin,"10711",practice,orthopaedics;trauma,"Mo,Tu 08:00-12:00,15:00-18:00; Th 08:00-12:00,14:00-16:00; Fr 08:00-12:00",,13.290179,52.498424,,,,,,POINT(13.290179 52.498424),Charlottenburg-Wilmersdorf,Halensee
"5456017323","11001001","101",Dr. Cordula Christoph,Charitéstraße,"5",Berlin,"10117",practice,general,,,13.378941,52.522665,,,,,,POINT(13.378941 52.522665),Mitte,Gesundbrunnen
"4513645689","11002002","201",AID Friedrichshain,Frankfurter Allee,"100",Berlin,,practice,,Mo-Fr 09:00-13:00; Sa 10:00-12:00; PH off,https://drogennotdienst.de/angebote/substitution-psychosoziale-betreuung/aid-friedrichshain/,13.472960,52.513693,yes,Substitution und Psychosoziale Betreuung (PSB),friedrichshain@notdienstberlin.de,,,POINT(13.47296 52.513693),Friedrichshain-Kreuzberg,Kreuzberg
"7844240263","11004004","402",AL Urologie am Rüdesheimer Platz,Homburger Straße,"16",Berlin,"14197",practice,urology,"Mo 09:00-13:00,15:00-19:00; Tu 09:00-13:00; We 09:00-13:00; Th 15:00-19:00; Fr 09:00-13:00",https://www.al-urologie.de/,13.314986,52.474366,,,,,,POINT(13.314986 52.474366),Charlottenburg-Wilmersdorf,Halensee
"12201871546","11012012","1201",Abdulrahman Seiffedin,Residenzstraße,"28",Berlin,,practice,general,"Mo,We-Fr 09:00-14:00; Tu 12:00-17:00",,13.361475,52.568621,,,,,,POINT(13.361475 52.568621),Reinickendorf,Borsigwalde
"420517141","11007007","706",Agnes Kranz,Bahnhofstraße,"51",Berlin,"12305",practice,general;internal,"Mo,We,Th 14:00-19:00; Tu,Fr 09:00-13:00",,13.403682,52.386485,no,,,no,,POINT(13.403682 52.386485),Tempelhof-Schöneberg,Lichtenrade
"7095890402","11003003","301",Alexa Mittenzweig / Dr. med. Suresh Naidu,John-Schehr-Straße,"23",Berlin,"10407",group_practice,general,,https://hausarzt-prenzlauerberg.de/,13.437174,52.536569,,,,,,POINT(13.437174 52.536569),Pankow,Wilhelmsruh
"1143805317","11003003","301",Algemeinmedizin und Sportarztpraxis,Mandelstraße,"2",Berlin,"10409",practice,general;sports_physician,"Mo,Th 09:00-12:00; Mo 16:00-18:00; Tu 12:00-17:00; We,Fr 08:00-11:00",https://www.dr-katrin-geissler.de,13.441087,52.545499,limited,,,,,POINT(13.441087 52.545499),Pankow,Wilhelmsruh
"2953783035","11012012","1201",Allgemeinarzt Tanja Kosi,Residenzstraße,"33",Berlin,"13409",practice,general,Mo-Fr 08:00-18:00; Sa 10:00-12:00,,13.362140,52.567343,limited,,,,,POINT(13.36214 52.567343),Reinickendorf,Borsigwalde
"7746191690","11003003","313",Allgemeinmedizin,Hauptstraße,"13",Berlin,,practice,general,"Mo 09:00-11:00,14:00-17:00; Tu 09:00-13:00; We 08:00-13:00; Th 12:00-17:00; Fr 08:00-12:00",https://allgemeinmedizin-pankow.de/,13.367081,52.585574,no,,,,,POINT(13.367081 52.585574),Pankow,Wilhelmsruh
"11177334845","11010010","1002",Allgemeinmedizin,Warener Straße,"1",Berlin,"12683",practice,general,Mo 7:30-13:00; Tu 13:00-19:00;We 6:30-12:00; Th 11:00-19:00,,13.564520,52.519096,yes,,,,,POINT(13.56452 52.519096),Marzahn-Hellersdorf,Hellersdorf
"5022332883","11004004","401",Orthopädie Berlin,Kurfürstendamm,,Berlin,"10719",practice,orthopaedics,,https://orthopaedie-in-berlin.com/,13.320073,52.501430,,,,,,POINT(13.320073 52.50143),Charlottenburg-Wilmersdorf,Halensee
"9516289913","11003003","302",Praxis für Allgemeinmedizin,Bizetstraße,"44",Berlin,"13088",practice,general,,,13.453565,52.547594,no,,,,,POINT(13.453565 52.547594),Pankow,Wilhelmsruh
"75858283","11011011","1101",Ärztehaus,Balatonstraße,,Berlin,,clinic,,,,13.509927,52.498252,yes,,,,,POINT(13.509927 52.498252),Lichtenberg,Rummelsburg
"8000598805","11004004","402",Ärztehaus,Berliner Straße,"37",Berlin,"10715",clinic,,,,13.321508,52.486708,,,,,,POINT(13.321508 52.486708),Charlottenburg-Wilmersdorf,Halensee
"1336835358","11005005","501",Ärztehaus,Charlottenstraße,,Berlin,"13597",clinic,,,,13.202091,52.537091,yes,,,no,Zahnarzt Krankengymnastik,POINT(13.202091 52.537091),Spandau,Wilhelmstadt
"29405881","11011011","1109",Ärztehaus,Falkenberger Chaussee,"134 - 136",Berlin,"13057",clinic,,,,13.525584,52.567802,yes,,,no,,POINT(13.525584 52.567802),Lichtenberg,Rummelsburg
"27702491","11010010","1004",Ärztehaus,Fritz-Reuter-Straße,"8/9",Berlin,"12623",clinic,,,,13.614585,52.510903,yes,,,yes,"Behandlung ist möglich, ohne den Rollstuhl zu verlassen. 2 Parkplätze für Rollstuhfahrer*innen vorhanden.",POINT(13.614585 52.510903),Marzahn-Hellersdorf,Hellersdorf
"80937009","11009009","905",Ärztehaus,Grimaustraße,"79",Berlin,"12439",clinic,,,,13.521274,52.451882,,,,,,POINT(13.521274 52.451882),Treptow-Köpenick,Friedrichshagen
"1734428743","11003003","311",Ärztehaus,Hermann-Hesse-Straße,"4",Berlin,"13156",clinic,,,,13.402647,52.580924,yes,,,yes,"keine selbstöffnende Tür deswegen schwer reinzukommen, sonst Rollsttuhlgerecht",POINT(13.402647 52.580924),Pankow,Wilhelmsruh
"9178079418","11004004","401",Ärztehaus,Kaiserdamm,,Berlin,"14057",clinic,,,,13.286359,52.510587,,Diverse Praxen u.a. Psychiatrische Privatpraxis Prof. Reischies,,,,POINT(13.286359 52.510587),Charlottenburg-Wilmersdorf,Halensee
"7994883600","11004004","407",Ärztehaus,Kurfürstendamm,,Berlin,"10711",clinic,,"""verschieden Ärzte""",,13.295841,52.497613,,,,,,POINT(13.295841 52.497613),Charlottenburg-Wilmersdorf,Halensee
"8491450219","11011011","1110",Ärztehaus,Landsberger Allee,"201",Berlin,"13055",clinic,,Mo-Fr 08:00-19:00,,13.476804,52.533436,,,,,,POINT(13.476804 52.533436),Lichtenberg,Rummelsburg
"1336685638","11005005","501",Ärztehaus,Markt,"2-3",Berlin,"13597",clinic,general;neurosurgery,,,13.204458,52.536955,yes,,,,"Diverse Ärzte u.a. Allgemeinmedizin, Augenarzt, Neurochirurg",POINT(13.204458 52.536955),Spandau,Wilhelmstadt
"34059373","11010010","1001",Ärztehaus,Mehrower Allee,"22",Berlin,"12687",clinic,,,,13.561302,52.555459,yes,,,,,POINT(13.561302 52.555459),Marzahn-Hellersdorf,Hellersdorf
"94817758","11010010","1003",Ärztehaus,Myslowitzer Straße,"59",Berlin,"12621",clinic,,,,13.591611,52.506023,,,,,,POINT(13.591611 52.506023),Marzahn-Hellersdorf,Hellersdorf
"50064526","11006006","602",Ärztehaus,Osdorfer Straße,"50",Berlin,"12207",clinic,,,,13.319779,52.412051,,,,,,POINT(13.319779 52.412051),Steglitz-Zehlendorf,Wannsee
"12056138475","11009009","907",Ärztehaus,Pfingstberggasse,"10",Berlin,"12489",clinic,,,,13.544119,52.439636,,,,,,POINT(13.544119 52.439636),Treptow-Köpenick,Friedrichshagen
"38320240","11011011","1111",Ärztehaus,Rudolf-Seiffert-Straße,"11",Berlin,"10369",clinic,,,,13.468523,52.527367,limited,,,,,POINT(13.468523 52.527367),Lichtenberg,Rummelsburg
"122372019","11011011","1102",Ärztehaus,Römerweg,"36",Berlin,"10318",clinic,,"Mo-Tu 07:30-22:00; We-Th 07:00-22:00; Fr 07:00-23:00; Sa off; So 15:00-21:00 ""nur Sauna""",,13.524239,52.491747,yes,,,yes,"Zugang von der Rückseite über steile Rampe, keine Automatiktür, Aufzug vorhanden, Zugang von der Straßenseite nur über Treppe",POINT(13.524239 52.491747),Lichtenberg,Rummelsburg
"2126141390","11012012","1202",Ärztehaus,Schloßstraße,"5",Berlin,"13507",clinic,,,,13.283717,52.591394,yes,,,,Rollstuhl-WC im Erdgeschoß,POINT(13.283717 52.591394),Reinickendorf,Borsigwalde
"872223518","11002002","202",Ärztehaus,Skalitzer Straße,,Berlin,"10999",clinic,,"Mo,Tu,Th 08:30-13:00,14:00-18:00; We,Fr 08:30-14:00",,13.419860,52.498845,yes,,,,,POINT(13.41986 52.498845),Friedrichshain-Kreuzberg,Kreuzberg
"41440954","11001001","101",Ärztehaus,Unter den Linden,,Berlin,"10117",clinic,,,,13.395131,52.517389,yes,,,,,POINT(13.395131 52.517389),Mitte,Gesundbrunnen
"23711084","11001001","101",Ärztehaus,Weydingerstraße,"18",Berlin,"10178",clinic,,,,13.414160,52.526764,,,,,,POINT(13.41416 52.526764),Mitte,Gesundbrunnen
"6441944584","11004004","401",Ärztehaus,Wilmersdorfer Straße,"62",Berlin,"10627",clinic,general;gynaecology;urology,,,13.306272,52.507043,,,,,,POINT(13.306272 52.507043),Charlottenburg-Wilmersdorf,Halensee
"18504893","11003003","309",Ärztehaus,Wiltbergstraße,"25",Berlin,"13125",clinic,general;gastroenterology;otolaryngology;stomatology,"""Unterschiedlich je Praxis""",,13.493347,52.636081,yes,,,,,POINT(13.493347 52.636081),Pankow,Wilhelmsruh
"28163269","11003003","301",Ärztehaus Dr. Karl Kollwitz,Prenzlauer Allee,"90",Berlin,"10409",clinic,paediatrics;gynaecology,Mo-Fr 06:30-20:30,https://www.sana.de/gesundheitszentren-berlin/standorte-fachbereiche/prenzlauer-berg/prenzlauer-allee,13.428777,52.545874,yes,,,yes,,POINT(13.428777 52.545874),Pankow,Wilhelmsruh
"4136419292","11001001","101",Ärztehaus Mitte Medizinisches Versorgungszentrum,In den Ministergärten,"1",Berlin,"10117",clinic,general;dermatology;immunology,"Mo,We,Th 09:00-12:00,13:15-16:00; Tu 10:00-12:00,13:15-17:00; Fr 09:00-12:00, Fr 12:00+ ""nach Vereinbarung""; PH off",https://www.aerztehaus-mitte.de/,13.380267,52.512168,limited,,,yes,Allgemeinmedizin,POINT(13.380267 52.512168),Mitte,Gesundbrunnen
"174644653","11001001","101",Ärztehaus Mitteltrakt,Unter den Linden,,Berlin,"10117",clinic,,,,13.395131,52.517389,,,,,,POINT(13.395131 52.517389),Mitte,Gesundbrunnen
"2509419045","11008008","801",Ärztehaus Neubritzer Tor,Hermannstraße,"147",Berlin,"12051",clinic,,,http://www.neubritzer-tor.de/,13.433230,52.464491,no,,,,"Stufe vor Eingangsportal, sehr kleiner Fahrstuhl",POINT(13.43323 52.464491),Neukölln,Gropiusstadt
"174644654","11001001","101",Ärztehaus Nordflügel,Unter den Linden,,Berlin,"10117",clinic,,Mo-Fr 08:00-18:00,,13.395131,52.517389,,,,,,POINT(13.395131 52.517389),Mitte,Gesundbrunnen
"3371705079","11009009","912",Ärztehaus Rahnsdorf,Fürstenwalder Allee,"318",Berlin,"12589",clinic,general;dentist;physiotherapy;internal,"Mo,We 08:00-12:00, 13:30-16:00; Tu 08:00-12:00; Th 08:00-12:00, 14:00-17:00; Fr 08:00-12:00",http://www.aerztehaus-rahnsdorf.de,13.715632,52.431545,yes,"Praxisgemeinschaft Internist, Zahnarzt, Physiotherapie",,,,POINT(13.715632 52.431545),Treptow-Köpenick,Friedrichshagen
"26476199","11011011","1103",Ärztehaus Ruschestraße,Ruschestraße,,Berlin,,clinic,,Mo-Fr 08:00-18:00,,13.484757,52.514444,yes,,,,,POINT(13.484757 52.514444),Lichtenberg,Rummelsburg
"174644663","11001001","101",Ärztehaus Südflügel,Unter den Linden,,Berlin,"10117",clinic,,,,13.395131,52.517389,,,,,,POINT(13.395131 52.517389),Mitte,Gesundbrunnen
"5056974014","11006006","601",Praxis für Urologie Dr. Juhnke & Hr. Möhler,Schloßstraße,"40",Berlin,"12165",group_practice,urology,"Mo-Th 08:00-18:00; We,Fr 08:00-13:00; PH off",https://www.urologiesteglitz.de/,13.319570,52.456634,yes,,info@urologiesteglitz.de,no,,POINT(13.31957 52.456634),Steglitz-Zehlendorf,Wannsee
"8541232419","11007007","701",Praxis für Urologie und Andrologie Roman Reunkoff,Wartburgstraße,"19",Berlin,"10825",practice,urology,"Mo,Tu,Th,Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00, Fr 09:00-12:00",https://urologe-schoeneberg.de/,13.341949,52.486777,,,,,,POINT(13.341949 52.486777),Tempelhof-Schöneberg,Lichtenrade
"8617846369","11003003","301",Praxis für ganzheitliche Medizin,Bornholmer Straße,,Berlin,"10439",practice,general,"Mo 08:30-14:39; We, Fr 08:30-12:30; Tu 08:30-12:30, 14:00-18:00; Th 13:00-19:00",https://www.praxis-dr-rueggeberg.de,13.412164,52.553547,,,,,,POINT(13.412164 52.553547),Pankow,Wilhelmsruh
"10996127320","11012012","1210",Praxis für pränatale Diagnostik - Dr. Elisabeth v. Tucher & Priv.-Doz. Dr. med. Ines Schönborn,Senftenberger Ring,"3a",Berlin,"13439",group_practice,gynaecology,"Mo 12:00-18:00; Tu,Th 08:00-18:00; We 08:00-14:00; Fr 08:00-13:00 || ""nach Vereinbarung""",https://www.berlin-schall.de/,13.355857,52.597210,,,info@berlin-schall.de,,,POINT(13.355857 52.59721),Reinickendorf,Borsigwalde
"2299873185","11001001","105",Praxis41,Genter Straße,"41",Berlin,"13353",practice,general,"Mo 09:00-10:30 open, Mo 10:30-12:00 open ""nur Termine"", Mo 15:00-16:00 open, Mo 16:00-18:00 open ""nur Termine""; Tu-Fr 09:00-10:30 open, Tu-Fr 10:30-13:00 open ""nur Termine""; PH off",https://praxis41.com,13.354292,52.546799,no,,,,,POINT(13.354292 52.546799),Mitte,Gesundbrunnen
"8464074066","11008008","802",Praxisgemeinschaft Britzer Damm,Britzer Damm,"3",Berlin,"12347",group_practice,general;gynaecology;internal,"Mo,Tu,Th 08:00-18:00; We,Fr 08:00-14:00",https://praxisbritz.de/,13.434708,52.462617,no,,,,,POINT(13.434708 52.462617),Neukölln,Gropiusstadt
"10785164775","11004004","401",Barbara Mieling,Carmerstraße,"7",Berlin,"10623",practice,psychiatry,,,13.323513,52.507038,no,,,,,POINT(13.323513 52.507038),Charlottenburg-Wilmersdorf,Halensee
"13204760409","11002002","202",ias Gruppe,Askanischer Platz,"1",Berlin,,practice,,,,13.381121,52.505048,,,,,,POINT(13.381121 52.505048),Friedrichshain-Kreuzberg,Kreuzberg
"10095241872","11003003","301",Barbara Steinbach,Senefelderstraße,"31",Berlin,"10437",practice,psychiatry,,,13.422077,52.540527,,,,,,POINT(13.422077 52.540527),Pankow,Wilhelmsruh
"6029694390","11009009","901",Allgemeinmedizin Max Bürck-Gemassmer,Elsenstraße,"1",Berlin,"12435",practice,general,"Mo-Fr 09:00-12:00; Mo 15:00-18:00; Th 14:00-17:00 || ""nach Vereinbarung""",,13.459832,52.493943,,"Facharzt für Allgemeinmedizin, Chirotherapie, Homöopathie, Naturheilverfahren",,,,POINT(13.459832 52.493943),Treptow-Köpenick,Friedrichshagen
"6029694391","11009009","901",Allgemeinmedizin Michaela Falter,Martin-Hoffmann-Straße,,Berlin,"12435",practice,general,"Mo-Fr 09:00-12:00, Tu 14:00-17:00, Th 14:00-17:00 || ""nach Vereinbarung""",,13.459940,52.493944,,"Fachärztin für Allgemeinmedizin, Naturheilverfahren",,,,POINT(13.45994 52.493944),Treptow-Köpenick,Friedrichshagen
"10792690392","11001001","106",Allgemeinmedizinische Hausarztpraxis Claus Gotzmann & Dr. med. Veronika Gohlke,Ramlerstraße,"6",Berlin,"13355",group_practice,general,"Mo 08:30-11:30,16:00-18:00; Tu 08:30-11:30,16:00-18:00; We 08:30-11:30; Th 08:30-11:30,16:00-18:00; Fr 08:30-12:00",,13.392067,52.547068,,,,,,POINT(13.392067 52.547068),Mitte,Gesundbrunnen
"3325166986","11011011","1109",Allgemeinärztin Annette Gurzynski,Neubrandenburger Straße,"86",Berlin,"13059",practice,general,,,13.517272,52.572083,,,,,,POINT(13.517272 52.572083),Lichtenberg,Rummelsburg
"10148227426","11012012","1201",Alpay Kizir,Residenzstraße,"43",Berlin,"13409",practice,internal;general;cardiology,,,13.363206,52.565217,,,,,,POINT(13.363206 52.565217),Reinickendorf,Borsigwalde
"10314816006","11007007","701",Alper Moran,Hauptstraße,"5",Berlin,"10827",practice,general,,,13.359215,52.489756,,,,,,POINT(13.359215 52.489756),Tempelhof-Schöneberg,Lichtenrade
"7992527802","11003003","301",Ambulantes OP-Zentrum,Schönhauser Allee,"118",Berlin,"10437",clinic,anaesthetics,Mo-Th 08:00-17:00; Fr 08:00-15:00,https://aerzte-schoenhauser-berlin.de/portfolio-item/ambulantes-operations-zentrum-dipl-med-christian-stein-dr-med-oliver-izi/,13.412439,52.549207,yes,,,,,POINT(13.412439 52.549207),Pankow,Wilhelmsruh
"29387900","11001001","101",Ambulatorium Schillingstraße 12,Schillingstraße,"12",Berlin,,clinic,,,,13.421948,52.518780,no,,,,Die Rampe erfordert nicht die Ansprüche an einen barrierefreien Eingang,POINT(13.421948 52.51878),Mitte,Gesundbrunnen
"2354523816","11006006","603",Andre Baumgartner,Leonorenstraße,"95",Berlin,"12247",practice,paediatrics,"Mo-Th 09:00-12:30,15:00-17:00; We,Fr 09:00-12:30",,13.345469,52.437030,no,,,,,POINT(13.345469 52.43703),Steglitz-Zehlendorf,Wannsee
"8013031517","11007007","706",Andrea Blum-Weigeldt,Prinzessinnenstraße,,Berlin,"12307",practice,psychiatry,"open ""nach Vereinbarung""",,13.394624,52.386514,,"Psychologische Psychotherapeutin - Verhaltenstherapeutin, alle Kassen und privat",,,,POINT(13.394624 52.386514),Tempelhof-Schöneberg,Lichtenrade
"3741811284","11011011","1112",Andreas Bär,Bietzkestraße,"1",Berlin,"10315",practice,general,"Mo 08:00-13:00; Tu,We,Fr 08:00-12:00; Th 13:00-18:00",,13.500017,52.505256,no,,,,,POINT(13.500017 52.505256),Lichtenberg,Rummelsburg
"8207731323","11008008","801",Andreas Büsing,Innstraße,,Berlin,"12043",practice,general,"Mo 09:00-12:00, 16:00-18:00; Tu 09:00-14:00; Th 09:00-12:00, 17:00-18:00; Fr 09:00-12:00; We ""nach Vereinbarung""",,13.441960,52.479991,,,,,,POINT(13.44196 52.479991),Neukölln,Gropiusstadt
"4485201592","11007007","706",Andreas Groß,Groß-Ziethener Straße,"35",Berlin,"12309",practice,paediatrics,"Mo,We 09:00-12:00, Mo,Tu,Th 15:00-18:00, Tu,Th,Fr 09:00-14:00",,13.410273,52.394389,,,,,,POINT(13.410273 52.394389),Tempelhof-Schöneberg,Lichtenrade
"7066762910","11007007","701",Andreas Göckenjan,Hauptstraße,"131",Berlin,"10827",practice,general;diabetology;occupational,"Mo,We,Fr 09:00-13:00; Tu 14:00-18:00; Th 15:00-19:00",https://www.hausarzt-diabetespraxis-berlin.eu/,13.353430,52.484377,,Hausarzt- und Diabetespraxis,,,,POINT(13.35343 52.484377),Tempelhof-Schöneberg,Lichtenrade
"9461408619","11006006","601",Andreas Sonnen,Schloßstraße,"26",Berlin,"12163",practice,general,,,13.322883,52.459533,,,,,,POINT(13.322883 52.459533),Steglitz-Zehlendorf,Wannsee
"9556720124","11006006","601",Andreas und Uta Reich,Schloßstraße,"88",Berlin,"12163",practice,gynaecology,"Mo 09:00-16:00; Tu 08:00-19:00; We,Fr 09:00-12:00; Th 08:00-18:00",http://www.frauenarztpraxis-reich.de/,13.321733,52.457553,,,,,,POINT(13.321733 52.457553),Steglitz-Zehlendorf,Wannsee
"5493117419","11006006","602",Angela Paul,Ferdinandstraße,"27",Berlin,"12209",practice,dermatovenereology; allergology; herbalism; naturopathy,Tu 09:00-13:00; We 08:00-16:00; Fr 08:00-13:00,,13.329303,52.426659,,,,,,POINT(13.329303 52.426659),Steglitz-Zehlendorf,Wannsee
"8071205633","11004004","402",Angela Reles,Rüdesheimer Platz,"5",Berlin,"14197",practice,gynaecology,"Mo-Th 08:00-12:00, Mo,Tu,Th 14:00-18:00, Fr 08:00-13:00",http://www.dr-reles.de/,13.315307,52.473614,,,,,,POINT(13.315307 52.473614),Charlottenburg-Wilmersdorf,Halensee
"5335602740","11003003","301",Angelika Walew,Marthashof,,Berlin,"10435",practice,general,"Mo,We,Fr 09:00-13:00, Tu 14:00-19:00, Th 14:00-18:00",,13.405845,52.537972,no,,,,,POINT(13.405845 52.537972),Pankow,Wilhelmsruh
"7799378782","11007007","702",Anita Höhne,Rheinstraße,"29",Berlin,"12161",practice,gynaecology,"Mo,Th 12:00-18:00; Tu 08:00-14:00; Fr 08:00-12:00",https://www.anitahoehne.de/,13.330337,52.467200,,,,,,POINT(13.330337 52.4672),Tempelhof-Schöneberg,Lichtenrade
"7255709637","11008008","801",Anja Eisentraut,Lichtenrader Straße,"12",Berlin,"12049",practice,general;addiction,"Mo-Fr 09:00-13:00, Mo 14:00-16:00, Th 14:00-17:00",,13.420081,52.476586,,,,,,POINT(13.420081 52.476586),Neukölln,Gropiusstadt
"12060230475","11001001","102",Anke Böhnke und Heike Büsenga,Alt-Moabit,"109",Berlin,,practice,gynaecology,Mo 08:30-15:30; Tu-Th 08:30-19:30; Fr 08:30-13:30; Sa-Su off,https://www.fa-moabit.de,13.350430,52.524221,,,praxis@fa-moabit.de,,,POINT(13.35043 52.524221),Mitte,Gesundbrunnen
"1965863421","11002002","202",Anne Reichmann,Wiener Straße,"26",Berlin,"10999",practice,gynaecology,,,13.432788,52.496879,no,,,,,POINT(13.432788 52.496879),Friedrichshain-Kreuzberg,Kreuzberg
"6088923863","11003003","301",Antje Rathert,Winsstraße,"45",Berlin,"10405",practice,internal;general,"Mo 08:00-13:00,14:00-16:00; Tu,Th 13:00-18:00; We 08:00-12:00,13:00-15:00; Fr 08:00-13:00",https://praxis-rathert.de/,13.427136,52.536088,,,,,,POINT(13.427136 52.536088),Pankow,Wilhelmsruh
"5493117420","11006006","602",Antje Rätzer,Ferdinandstraße,"27",Berlin,"12209",practice,general;acupuncture,Tu 09:00-13:00; We 08:00-16:00; Fr 08:00-13:00,,13.329274,52.426705,,,,,,POINT(13.329274 52.426705),Steglitz-Zehlendorf,Wannsee
