id,name,brand,operator,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id,opening_hours,car_wash,compressed_air,wheelchair,fuel:diesel,fuel:octane_95,geometry_wkt
16541597,Aral,Aral,,"Aral, Seestraße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13353, Deutschland",52.5463147,13.345599,Mitte,11001001,Wedding,0105,24/7,,yes,no,yes,retail,POINT (13.345599 52.546315)
26756830,Aral,Aral,Mike Seitz,"Aral, 55, Beusselstraße, Beusselkiez, Moabit, Mitte, Berlin, 10553, Deutschland",52.5306943,13.3282249,Mitte,11001001,Moabit,0102,24/7,,yes,yes,yes,yes,POINT (13.328225 52.530694)
26867411,Bavaria petrol,,Bavaria Petrol,"Bavaria petrol, 14, Heilbronner Straße, Witzleben, Halensee, Charlottenburg-Wilmersdorf, Berlin, 10711, Deutschland",52.5019744,13.2944957,Charlottenburg-Wilmersdorf,11004004,Halensee,0407,Mo-Fr 07:00-20:00; Sa 07:00-18:00,,yes,no,yes,yes,POINT (13.294496 52.501974)
26882421,Aral,Aral,,"Aral, Uhlandstraße, Wilhelmsaue, Güntzelkiez, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland",52.4842654,13.3206691,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,24/7,yes,yes,yes,yes,yes,POINT (13.320669 52.484265)
27088369,Esso,Esso,,"Esso, 120, Kronprinzessinnenweg, Nikolassee, Steglitz-Zehlendorf, Berlin, 14129, Deutschland",52.4346409,13.1917042,Steglitz-Zehlendorf,11006006,Nikolassee,0606,"PH,Mo-Su 00:00-24:00",,yes,yes,yes,yes,POINT (13.191704 52.434641)
27259583,Esso,Esso,,"Esso, 4, Lessingstraße, Hansaviertel, Mitte, Berlin, 10555, Deutschland",52.5197221,13.3414212,Mitte,11001001,Hansaviertel,0103,,,yes,no,,yes,POINT (13.341421 52.519722)
27409122,Star,star,,"Star, Brauhofstraße, Alt-Lietzow, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10587, Deutschland",52.5189572,13.3029625,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,,,yes,yes,yes,yes,POINT (13.302962 52.518957)
29997723,Aral,Aral,Anne Notzke,"Aral, 8-10, Messedamm, Westend, Charlottenburg-Wilmersdorf, Berlin, 14057, Deutschland",52.5083702,13.2809474,Charlottenburg-Wilmersdorf,11004004,Westend,0405,24/7,,yes,yes,yes,yes,POINT (13.280947 52.50837)
60436247,HEM,HEM,,"HEM, 16, Wittestraße, Tegel, Reinickendorf, Berlin, 13509, Deutschland",52.5775827,13.3064854,Reinickendorf,11012012,Tegel,1202,,,yes,yes,yes,yes,POINT (13.306485 52.577583)
61818198,Aral,Aral,Aral,"Aral, 9-10, Westfälische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland",52.4924086,13.3091456,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,24/7,,yes,limited,yes,yes,POINT (13.309146 52.492409)
64707597,Aral,Aral,Holger Klugmann,"Aral, 12/14, Holzmarktstraße, Stralauer Vorstadt, Mitte, Berlin, 10179, Deutschland",52.5138544,13.421876,Mitte,11001001,Mitte,0101,24/7,,yes,limited,yes,yes,POINT (13.421876 52.513854)
68363395,Aral,Aral,Maciej Daniluk,"Aral, 2, Vor dem Schlesischen Tor, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland",52.4972334,13.4498737,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,24/7,,yes,yes,yes,yes,POINT (13.449874 52.497233)
83502731,JET,JET,,"JET, 246, Märkische Allee, Marzahn-Mitte, Marzahn, Marzahn-Hellersdorf, Berlin, 12679, Deutschland",52.5519896,13.5501124,Marzahn-Hellersdorf,11010010,Marzahn,1001,,,yes,,yes,yes,POINT (13.550112 52.55199)
101387833,Total,TotalEnergies,Total,"Total, 106, Indira-Gandhi-Straße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland",52.5475627,13.4680868,Lichtenberg,11011011,Alt-Hohenschönhausen,1110,24/7,,yes,yes,,,POINT (13.468087 52.547563)
106982118,Hem,HEM,,"Hem, 61, Alt-Friedrichsfelde, Gensinger Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10315, Deutschland",52.5096766,13.5313646,Lichtenberg,11011011,Friedrichsfelde,1101,,,yes,,yes,yes,POINT (13.531365 52.509677)
175706216,sun,sun,Germania Petrol GmbH,"sun, 181, Oranienburger Straße, Alt-Wittenau, Wittenau, Reinickendorf, Berlin, 13437, Deutschland",52.5987115,13.3319568,Reinickendorf,11012012,Wittenau,1209,24/7,,yes,limited,,,POINT (13.331957 52.598712)
187648557,Esso,Esso,,"Esso, 52, Holländerstraße, Reinickendorf, Berlin, 13407, Deutschland",52.5646652,13.3358283,Reinickendorf,11012012,Reinickendorf,1201,24/7,,yes,yes,yes,yes,POINT (13.335828 52.564665)
205064299,AGIP ENI,Eni,,"AGIP ENI, 51, Belßstraße, Großsiedlung Kamenzer Damm, Lankwitz, Steglitz-Zehlendorf, Berlin, Teltow, 12249, Deutschland",52.4274591,13.3649346,Steglitz-Zehlendorf,11006006,Lankwitz,0603,"Mo-Fr 06:00-21:00; Sa,Su 07:00-21:00",,yes,,yes,yes,POINT (13.364935 52.427459)
247687679,Shell,Shell,Shell,"Shell, 19, Streitstraße, Siedlung am Wansdorfer Platz, Maselake-Zentrum, Hakenfelde, Spandau, Berlin, 13587, Deutschland",52.5588844,13.2085296,Spandau,11005005,Hakenfelde,0507,,,yes,limited,,yes,POINT (13.20853 52.558884)
255328697,JET,JET,Jet,"JET, 47, Charlottenburger Chaussee, Spandau, Berlin, 13597, Deutschland",52.5270741,13.2342804,Spandau,11005005,Spandau,0501,"Mo-Fr 05:00-23:00; Sa,Su 06:00-23:00",,yes,,yes,yes,POINT (13.23428 52.527074)
258535790,Aral,Aral,,"Aral, Südwestkorso, Gartenstadt, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland",52.4682682,13.3110209,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,"Mo-Su,PH 00:00-24:00",,yes,yes,yes,yes,POINT (13.311021 52.468268)
259814897,SB Tank,SB Tank,,"SB Tank, Märkische Allee, Springpfuhl, Marzahn, Marzahn-Hellersdorf, Berlin, 12681, Deutschland",52.5214343,13.5403704,Marzahn-Hellersdorf,11010010,Marzahn,1001,,,yes,,yes,yes,POINT (13.54037 52.521434)
259974805,Agip,Agip,,"Agip, 152, Ahrensfelder Chaussee, Berlin-Ahrensfelde, Marzahn, Marzahn-Hellersdorf, Berlin, 12689, Deutschland",52.5721481,13.5650466,Marzahn-Hellersdorf,11010010,Marzahn,1001,"Mo-Fr 05:30-22:00; Sa 06:00-22:00; PH,Su 06:30-22:00",,yes,yes,yes,yes,POINT (13.565047 52.572148)
260631653,Sprint,Sprint,Sprint,"Sprint, 41, Seegefelder Straße, Georg-Ramin-Siedlung, Spandau, Berlin, 13583, Deutschland",52.5359854,13.1911088,Spandau,11005005,Spandau,0501,,,yes,yes,yes,yes,POINT (13.191109 52.535985)
260744445,Total,Total,,"Total, 9, Bulgarische Straße, Plänterwald, Treptow-Köpenick, Berlin, 12435, Deutschland",52.4838045,13.4786593,Treptow-Köpenick,11009009,Plänterwald,0902,,,yes,,yes,yes,POINT (13.478659 52.483804)
260753895,Aral,Aral,,"Aral, 20, Schöneberger Straße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland",52.4700245,13.3709897,Tempelhof-Schöneberg,11007007,Tempelhof,0703,,yes,yes,yes,yes,yes,POINT (13.37099 52.470024)
262318783,Total,Total,Total,"Total, 158, Späthstraße, Krugpfuhlsiedlung, Britz, Neukölln, Berlin, 12359, Deutschland",52.4531463,13.4570058,Neukölln,11008008,Britz,0802,24/7,,yes,yes,yes,yes,POINT (13.457006 52.453146)
263703829,Star,star,Jennifer Bulst,"Star, 2, Altentreptower Straße, Getreideviertel, Biesdorf, Marzahn-Hellersdorf, Berlin, 12683, Deutschland",52.5132492,13.5635805,Marzahn-Hellersdorf,11010010,Biesdorf,1002,24/7,,yes,yes,yes,yes,POINT (13.56358 52.513249)
264193115,Shell,Shell,,"Shell, Frohnauer Straße, Kurviertel, Hermsdorf, Reinickendorf, Berlin, 13467, Deutschland",52.6160844,13.3005814,Reinickendorf,11012012,Hermsdorf,1206,24/7,,yes,limited,,,POINT (13.300581 52.616084)
266629176,SB-Tank,SB Tank,,"SB-Tank, 49, Alt-Kaulsdorf, Kaulsdorf, Marzahn-Hellersdorf, Berlin, 12621, Deutschland",52.5054346,13.5878738,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,yes,yes,yes,yes,POINT (13.587874 52.505435)
267719806,Star,star,Orlen Deutschland,"Star, Alt-Mahlsdorf, Streusiedlung Mahlsdorf II, Mahlsdorf, Marzahn-Hellersdorf, Berlin, 12623, Deutschland",52.5044926,13.6110566,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,24/7,,yes,yes,,,POINT (13.611057 52.504493)
268660302,Shell,Shell,Shell,"Shell, 339, Ruppiner Chaussee, Borsigsiedlung, Heiligensee, Reinickendorf, Berlin, 13503, Deutschland",52.6205239,13.2358164,Reinickendorf,11012012,Heiligensee,1204,,,yes,yes,yes,yes,POINT (13.235816 52.620524)
270814683,TotalEnergies,TotalEnergies,,"TotalEnergies, 49, Argentinische Allee, Waldsiedlung Krumme Lanke, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14163, Deutschland",52.444543,13.2425522,Steglitz-Zehlendorf,11006006,Zehlendorf,0604,,,,,yes,yes,POINT (13.242552 52.444543)
270814696,Shell,Shell,Shell,"Shell, 24, Potsdamer Chaussee, Nikolassee, Steglitz-Zehlendorf, Berlin, Teltow, 14129, Deutschland",52.4296886,13.223231,Steglitz-Zehlendorf,11006006,Nikolassee,0606,"Mo-Su,PH 06:00-24:00",,yes,,yes,yes,POINT (13.223231 52.429689)
271882472,Shell,Shell,Shell,"Shell, 267, Karl-Marx-Straße, Neu-Britz, Neukölln, Berlin, 12057, Deutschland",52.4652723,13.4430158,Neukölln,11008008,Neukölln,0801,24/7,,yes,limited,yes,yes,POINT (13.443016 52.465272)
272517807,JET,JET,,"JET, 41, Kreuzbergstraße, Schöneberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland",52.489294,13.3744681,Tempelhof-Schöneberg,11007007,Schöneberg,0701,"Mo-Su,PH 00:00-24:00",,yes,limited,yes,yes,POINT (13.374468 52.489294)
273418863,Agip,Agip,Agip,"Agip, 93A, Alt-Mahlsdorf, TheodorPark, Mahlsdorf, Marzahn-Hellersdorf, Berlin, 12623, Deutschland",52.5040082,13.619215,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,"Mo-Fr 06:00-22:00; PH,Sa,Su 07:00-22:00",,yes,yes,yes,yes,POINT (13.619215 52.504008)
273418893,Total Alt Mahlsdorf,TotalEnergies,Total,"Total Alt Mahlsdorf, 60, Alt-Mahlsdorf, TheodorPark, Mahlsdorf, Marzahn-Hellersdorf, Berlin, 12623, Deutschland",52.5043627,13.6243176,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,,,yes,yes,yes,yes,POINT (13.624318 52.504363)
274968839,HEM,HEM,,"HEM, 124,126, Kaulsdorfer Straße, Piepertswinkel, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland",52.4719674,13.5711621,Treptow-Köpenick,11009009,Köpenick,0910,24/7,,yes,yes,yes,yes,POINT (13.571162 52.471967)
274969218,Jet,JET,,"Jet, 14, Bellevuestraße, Siedlung Elsengrund, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland",52.4542006,13.5923789,Treptow-Köpenick,11009009,Köpenick,0910,"Mo-Fr 05:00-23:00; Sa,Su 06:00-23:00",,yes,yes,,yes,POINT (13.592379 52.454201)
279305173,HEM,HEM,,"HEM, 124, Attilastraße, Tempelhof, Tempelhof-Schöneberg, Berlin, Teltow, 12105, Deutschland",52.4490475,13.3661359,Tempelhof-Schöneberg,11007007,Tempelhof,0703,,,yes,limited,yes,yes,POINT (13.366136 52.449048)
279966479,Aral,Aral,,"Aral, 204, Britzer Damm, Britz, Neukölln, Berlin, 12347, Deutschland",52.4453426,13.4331109,Neukölln,11008008,Britz,0802,24/7,,yes,limited,yes,yes,POINT (13.433111 52.445343)
281413022,Spreves,,,"Spreves, 4, Friedrichshagener Straße, Dammvorstadt, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland",52.452062,13.5784714,Treptow-Köpenick,11009009,Köpenick,0910,Mo-Su 00:00-24:00,,yes,,yes,yes,POINT (13.578471 52.452062)
281775191,Shell,Shell,Shell,"Shell, 1, Rothenbachstraße, Alt-Heinersdorf, Heinersdorf, Pankow, Berlin, 13089, Deutschland",52.5716016,13.4296019,Pankow,11003003,Heinersdorf,0304,Mo-Su 06:00-22:00,,yes,yes,yes,yes,POINT (13.429602 52.571602)
282832827,Esso,Esso,Uwe Schmidt,"Esso, 179, Chemnitzer Straße, Kaulsdorf Süd, Kaulsdorf, Marzahn-Hellersdorf, Berlin, 12621, Deutschland",52.4895059,13.5760187,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,,,yes,yes,yes,yes,POINT (13.576019 52.489506)
283733696,Jet,JET,,"Jet, 179, Siegfriedstraße, Bornitz-Viertel, Lichtenberg, Berlin, 10365, Deutschland",52.521361,13.4990227,Lichtenberg,11011011,Lichtenberg,1103,24/7,,yes,yes,yes,,POINT (13.499023 52.521361)
290188321,Total,TotalEnergies,Total,"Total, 33-35, Tempelhofer Ufer, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland",52.5004782,13.3766736,Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,24/7,yes,yes,yes,yes,yes,POINT (13.376674 52.500478)
290659635,Star,star,,"Star, Heiligenseestraße, Heiligensee, Reinickendorf, Berlin, 13505, Deutschland",52.6017721,13.2433659,Reinickendorf,11012012,Heiligensee,1204,Mo-Su 06:00-22:00,,yes,limited,yes,yes,POINT (13.243366 52.601772)
295120593,BEHALA,,,"BEHALA, 1, Westhafenstraße, Westhafen, Stephankiez, Moabit, Mitte, Berlin, 13353, Deutschland",52.5369734,13.3417491,Mitte,11001001,Moabit,0102,,,,,,,POINT (13.341749 52.536973)
301111021,Total,TotalEnergies,André Rückmann,"Total, Adlergestell, Siedlung an der Bohnsdorfer Straße, Grünau, Treptow-Köpenick, Berlin, 12527, Deutschland",52.4144679,13.5728652,Treptow-Köpenick,11009009,Grünau,0913,24/7,,yes,yes,yes,yes,POINT (13.572865 52.414468)
303068243,Esso,Esso,Frank Wilke,"Esso, 67, Martin-Luther-Straße, Akazienkiez, Schöneberg, Tempelhof-Schöneberg, Berlin, 10779, Deutschland",52.4901196,13.3454654,Tempelhof-Schöneberg,11007007,Schöneberg,0701,"PH,Mo-Su 00:00-24:00",,yes,yes,yes,yes,POINT (13.345465 52.49012)
304265038,Star,star,,"Star, 164, Teltower Damm, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14167, Deutschland",52.4191711,13.2643834,Steglitz-Zehlendorf,11006006,Zehlendorf,0604,Mo-Su 06:00-22:00,,yes,limited,yes,yes,POINT (13.264383 52.419171)
308811402,Shell,Shell,,"Shell, 83, Berliner Straße, Gethsemane-Kiez, Prenzlauer Berg, Pankow, Berlin, 13189, Deutschland",52.5563681,13.4150223,Pankow,11003003,Pankow,0307,"PH,Mo-Su 06:00-22:00",,yes,yes,,yes,POINT (13.415022 52.556368)
309880944,JET,JET,,"JET, 130, Storkower Straße, Blumenviertel, Prenzlauer Berg, Pankow, Berlin, 10407, Deutschland",52.5338295,13.4523516,Pankow,11003003,Prenzlauer Berg,0301,,,yes,yes,yes,yes,POINT (13.452352 52.53383)
312391523,Sprint,Sprint,Sprint,"Sprint, 97, Lietzenburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10719, Deutschland",52.4994455,13.3193638,Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,,,yes,yes,yes,yes,POINT (13.319364 52.499446)
312946598,Sprint,Sprint,,"Sprint, 67A, Barnetstraße, John-Locke-Siedlung, Lichtenrade, Tempelhof-Schöneberg, Berlin, Teltow, 12305, Deutschland",52.3946677,13.4001754,Tempelhof-Schöneberg,11007007,Lichtenrade,0706,Mo-Sa 06:00-22:00; Su 07:00-22:00,,yes,yes,yes,yes,POINT (13.400175 52.394668)
313160280,HEM,HEM,,"HEM, 140, Berliner Straße, Alt-Hermsdorf, Hermsdorf, Reinickendorf, Berlin, 13467, Deutschland",52.6134558,13.3152178,Reinickendorf,11012012,Hermsdorf,1206,"Mo-Su,PH 06:00-22:00",,yes,yes,yes,yes,POINT (13.315218 52.613456)
313160419,Star,star,Star,"Star, Oraniendamm, Waidmannslust, Reinickendorf, Berlin, 13469, Deutschland",52.6110564,13.3189479,Reinickendorf,11012012,Waidmannslust,1207,,,yes,yes,,,POINT (13.318948 52.611056)
316134702,Esso,Esso,Mike Praum,"Esso, 160, Wilhelmsruher Damm, Märkisches Viertel, Reinickendorf, Berlin, 13435, Deutschland",52.596489,13.3470882,Reinickendorf,11012012,Märkisches Viertel,1210,24/7,,yes,yes,,,POINT (13.347088 52.596489)
318731350,HEM,HEM,,"HEM, Zabel-Krüger-Damm, Waidmannslust, Reinickendorf, Berlin, 13469, Deutschland",52.6088139,13.3277742,Reinickendorf,11012012,Waidmannslust,1207,,,yes,,,,POINT (13.327774 52.608814)
325161320,Star,star,Germania Petrol GmbH,"Star, 173, Gatower Straße, Weinmeisterhöhe, Wilhelmstadt, Spandau, Berlin, 13595, Deutschland",52.5047405,13.1805626,Spandau,11005005,Wilhelmstadt,0509,24/7,,yes,yes,yes,yes,POINT (13.180563 52.50474)
330499646,Orlen,Orlen,Orlen,"Orlen, 306, Mariendorfer Damm, Siedlung Daheim, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland",52.4258602,13.3940775,Tempelhof-Schöneberg,11007007,Mariendorf,0704,,,yes,,yes,yes,POINT (13.394078 52.42586)
336057250,Shell,Shell,Shell,"Shell, 33, Am Juliusturm, Haselhorst, Spandau, Berlin, 13599, Deutschland",52.5366708,13.2219474,Spandau,11005005,Haselhorst,0502,,,yes,,yes,yes,POINT (13.221947 52.536671)
339240589,Star,star,ORLEN Deutschland GmbH,"Star, 47, Rhinstraße, Marzahn, Lichtenberg, Berlin, 10315, Deutschland",52.5226731,13.5188307,Lichtenberg,11011011,Lichtenberg,1103,24/7,,yes,yes,yes,yes,POINT (13.518831 52.522673)
388418547,Aral,Aral,Aral,"Aral, 26, Mühlenstraße, Tiroler Viertel, Pankow, Berlin, 13187, Deutschland",52.563621,13.4076934,Pankow,11003003,Pankow,0307,24/7,,yes,yes,,yes,POINT (13.407693 52.563621)
428081389,JET,JET,,"JET, 36, Kurt-Schumacher-Damm, Cité Berthezène, Reinickendorf, Berlin, 13405, Deutschland",52.5612716,13.3241529,Reinickendorf,11012012,Reinickendorf,1201,24/7,,yes,limited,yes,yes,POINT (13.324153 52.561272)
432779736,Shell,Shell,Shell,"Shell, 35, Karower Damm, Alt-Blankenburg, Blankenburg, Pankow, Berlin, 13129, Deutschland",52.5967386,13.4663679,Pankow,11003003,Blankenburg,0303,"Mo-Fr 05:00-22:00; Sa,Su 06:00-22:00",,yes,limited,,,POINT (13.466368 52.596739)
456407461,Shell,Shell,Shell,"Shell, 102, Rudower Straße, Buckow 2, Buckow, Neukölln, Berlin, 12351, Deutschland",52.4359603,13.4653678,Neukölln,11008008,Buckow,0803,Mo-Fr 05:30-23:30; Sa 06:00-23:30; Su 06:00-22:30,,yes,yes,,,POINT (13.465368 52.43596)
503248015,Sprint,Sprint,,"Sprint, 15, Gosener Damm, Alt-Müggelheim, Müggelheim, Treptow-Köpenick, Berlin, 12559, Deutschland",52.410097,13.6666753,Treptow-Köpenick,11009009,Müggelheim,0914,"Mo-Su,PH 06:00-22:00",,yes,,yes,yes,POINT (13.666675 52.410097)
504427277,Aral,Aral,,"Aral, 6, Potsdamer Chaussee, Schlachtensee, Steglitz-Zehlendorf, Berlin, 14163, Deutschland",52.4330697,13.2375883,Steglitz-Zehlendorf,11006006,Zehlendorf,0604,,,yes,yes,yes,yes,POINT (13.237588 52.43307)
529686827,Aral,Aral,André Dymek,"Aral, 86, Hauptstraße, Friedenauer Höhe, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland",52.4740539,13.3387578,Tempelhof-Schöneberg,11007007,Schöneberg,0701,24/7,yes,yes,yes,yes,yes,POINT (13.338758 52.474054)
539771910,Esso,Esso,Esso,"Esso, Fritz-Erler-Allee, Campus Efeuweg, Gropiusstadt, Neukölln, Berlin, 12353, Deutschland",52.4255117,13.4742439,Neukölln,11008008,Gropiusstadt,0805,,,,yes,,,POINT (13.474244 52.425512)
667211367,Aral,Aral,Anne Notzke,"Aral, 13,14, Reichsstraße, Villenkolonie Westend, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland",52.5135585,13.2661192,Charlottenburg-Wilmersdorf,11004004,Westend,0405,24/7,,yes,limited,yes,yes,POINT (13.266119 52.513558)
667211388,Total Access,TotalEnergies,,"Total Access, 86, Reichsstraße, Neu-Westend, Westend, Charlottenburg-Wilmersdorf, Berlin, 14052, Deutschland",52.5148615,13.2624559,Charlottenburg-Wilmersdorf,11004004,Westend,0405,"Mo-Fr 06:00-22:00; Sa,Su 07:00-22:00",,yes,yes,yes,yes,POINT (13.262456 52.514862)
669888809,Total,TotalEnergies,Total Deutschland GmbH,"Total, 1, Prenzlauer Allee, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland",52.5288716,13.4182496,Pankow,11003003,Prenzlauer Berg,0301,24/7,,yes,limited,yes,yes,POINT (13.41825 52.528872)
669891011,Total Station,TotalEnergies,,"Total Station, 2, Margarete-Sommer-Straße, Grüne Stadt, Prenzlauer Berg, Pankow, Berlin, 10407, Deutschland",52.5307766,13.4411584,Pankow,11003003,Prenzlauer Berg,0301,24/7,,yes,yes,yes,yes,POINT (13.441158 52.530777)
719148028,unknown gas station,,Tyczka Totalgaz GmbH,"74-90, Gradestraße, Siedlung der Düfte, Britz, Neukölln, Berlin, 12347, Deutschland",52.4527676,13.4260843,Neukölln,11008008,Britz,0802,,,,yes,,,POINT (13.426084 52.452768)
732712010,Autogas Fernholz Apparat...,,,"Autogas Fernholz Apparat..., Sophie-Charlotten-Straße, Danckelmannkiez, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland",52.522,13.2852,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,Mo-Fr 07:00-18:00; Sa 07:00-14:00,,,,,,POINT (13.2852 52.522)
732712038,Grit Jarling,,,"Grit Jarling, Alt-Biesdorf, Grüne Aue, Biesdorf, Marzahn-Hellersdorf, Berlin, 12683, Deutschland",52.5050686,13.5749451,Marzahn-Hellersdorf,11010010,Biesdorf,1002,,,,,,,POINT (13.574945 52.505069)
732712218,BarMal Gas GmbH,,,"BarMal Gas GmbH, Pankgrafenstraße, Französisch Buchholz, Pankow, Berlin, 13125, Deutschland",52.6179283,13.4499981,Pankow,11003003,Französisch,0310,,,,,,,POINT (13.449998 52.617928)
732714021,Streiber & Beetz,,,"Streiber & Beetz, Waidmannsluster Damm, Alt-Tegel, Tegel, Reinickendorf, Berlin, 13507, Deutschland",52.5951184,13.2843913,Reinickendorf,11012012,Tegel,1202,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,yes,no,,,POINT (13.284391 52.595118)
732714957,Hager Autogas Service,,,"Hager Autogas Service, Holzhauser Straße, Holzhauser Markt, Borsigwalde, Reinickendorf, Berlin, 13509, Deutschland",52.5838443,13.31511,Reinickendorf,11012012,Borsigwalde,1211,Mo-Fr 09:00-18:00; Sa 09:00-14:00,,,,,,POINT (13.31511 52.583844)
1120057606,Aral,Aral,,"Aral, 110, Pasewalker Straße, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland",52.5861244,13.4302149,Pankow,11003003,Französisch,0310,"Mo-Su,PH 00:00-24:00",yes,yes,,yes,yes,POINT (13.430215 52.586124)
1120057632,Q1,Q1,Sven Noack,"Q1, 36, Blankenburger Straße, Niederschönhausen, Pankow, Berlin, 13156, Deutschland",52.5818981,13.4098646,Pankow,11003003,Niederschönhausen,0311,24/7,,yes,yes,yes,yes,POINT (13.409865 52.581898)
1185977575,Star,star,,"Star, 102, Kaiser-Friedrich-Straße, Danckelmannkiez, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10585, Deutschland",52.5173581,13.3011932,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,Mo-Su 00:00-24:00,,yes,,yes,yes,POINT (13.301193 52.517358)
1279628530,HEM,HEM,Hem,"HEM, Prenzlauer Promenade, Kissingenviertel, Pankow, Berlin, 13089, Deutschland",52.5678996,13.4283806,Pankow,11003003,Heinersdorf,0304,,,yes,,yes,yes,POINT (13.428381 52.5679)
1406258332,Shell,Shell,,"Shell, Berliner Straße, Buchholz-West, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland",52.6009857,13.4324401,Pankow,11003003,Französisch,0310,,,yes,,,,POINT (13.43244 52.600986)
1549545406,HEM,HEM,,"HEM, Malchower Chaussee, Stadtrandsiedlung Malchow, Pankow, Berlin, 13088, Deutschland",52.5655644,13.472262,Pankow,11003003,Weißensee,0302,,,yes,,yes,yes,POINT (13.472262 52.565564)
1556354599,Star,star,,"Star, 257, Berliner Allee, Weißensee, Pankow, Berlin, 13088, Deutschland",52.560816,13.4667754,Pankow,11003003,Weißensee,0302,24/7,,yes,yes,yes,yes,POINT (13.466775 52.560816)
1652078566,Bft,bft,,"Bft, 332, Kladower Damm, Finnenhaussiedlung, Kladow, Spandau, Berlin, 14089, Deutschland",52.4576674,13.1493228,Spandau,11005005,Kladow,0506,,,,limited,yes,yes,POINT (13.149323 52.457667)
1714848015,SPREVES,,,"SPREVES, 180, Hermsdorfer Damm, Kurviertel, Hermsdorf, Reinickendorf, Berlin, 13467, Deutschland",52.6193754,13.3042924,Reinickendorf,11012012,Hermsdorf,1206,"PH,Mo-Su 00:10-23:40",,yes,yes,,,POINT (13.304292 52.619375)
1892331562,JET,JET,JET,"JET, 259-263, Karl-Marx-Straße, Neu-Britz, Neukölln, Berlin, 12057, Deutschland",52.4657644,13.4429947,Neukölln,11008008,Neukölln,0801,24/7,,yes,,yes,yes,POINT (13.442995 52.465764)
1926331288,Esso,Esso,,"Esso, 50, Falkenseer Chaussee, Westfalenviertel, Siegener Viertel, Falkenhagener Feld, Spandau, Berlin, 13583, Deutschland",52.5490727,13.1789512,Spandau,11005005,Falkenhagener Feld,0508,,,yes,limited,yes,yes,POINT (13.178951 52.549073)
1964624280,Westfehling,,,"Westfehling, 33, Quitzowstraße, Stephankiez, Moabit, Mitte, Berlin, 10559, Deutschland",52.5353743,13.3503177,Mitte,11001001,Moabit,0102,Mo-Fr 05:00-22:00; Sa 07:00-22:00; Su 09:00-22:00,,yes,,,,POINT (13.350318 52.535374)
2018197595,Aral,Aral,,"Aral, 219, Neuköllner Straße, Rudow, Neukölln, Berlin, 12357, Deutschland",52.4287233,13.4797429,Neukölln,11008008,Rudow,0804,24/7,,no,yes,yes,yes,POINT (13.479743 52.428723)
2164964125,unknown gas station,,,"Bessemerstraße, Lindenhof, Schöneberg, Tempelhof-Schöneberg, Berlin, Teltow, 12103, Deutschland",52.465014,13.3672048,Tempelhof-Schöneberg,11007007,Schöneberg,0701,,,no,,,,POINT (13.367205 52.465014)
