,detail_url,name,type,price_euro,number_of_rooms,surface_m2,floor,street,house_number,postal_code,first_tenant,address,latitude,longitude,geometry,neighborhood_id,neighborhood,district,district_id,id
1228,https://www.immowelt.de/expose/a9b903b3-b2d0-4677-83d4-80cbe062b673,Wohnung zur Miete Tauschwohnung 332 € 2 Zimmer 47 m² 3. Geschoss Pankow Berlin 13187,Wohnung,332.0,2.0,47.0,3,,,13187,no,", 13187 Pankow Berlin",52.5695591,13.4084463,POINT (13.4084463 52.5695591),0307,Pankow,Pankow,11003003,20260206_10592
1232,https://www.immowelt.de/expose/0673930f-d632-41a1-930b-7e3cd5603280,"Wohnung zur Miete 1.279 € 2 Zimmer 66,7 m² 1. Geschoss frei ab 01.03.2026 Pfarrwöhrde 21 Altglienicke Berlin 12524",Wohnung,1279.0,2.0,66.7,1,,,12524,no,", 12524 Altglienicke Berlin",52.4118113,13.5481684,POINT (13.5481684 52.4118113),0906,Altglienicke,Treptow-Köpenick,11009009,20260206_10593
1235,https://www.immowelt.de/expose/8e8e2905-f27f-4818-b3e2-459717cc8f8e,Studio zur Miete 930 € 1 Zimmer 20 m² 1. Geschoss frei ab 01.05.2026 Warburgzeile Charlottenburg Berlin 10587,Studio,930.0,1.0,20.0,1,,,10587,no,", 10587 Charlottenburg Berlin",52.5179717,13.3188456,POINT (13.3188456 52.5179717),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_10594
1242,https://www.immowelt.de/expose/262i4e4q2ndt,Studio zur Miete 1.400 € 2 Zimmer 45 m² Geschoss 4/6 frei ab sofort Schöneberg Berlin 10777,Studio,1400.0,2.0,45.0,,,,10777,no,", 10777 Schöneberg Berlin",52.4975687,13.3425948,POINT (13.3425948 52.4975687),0701,Schöneberg,Tempelhof-Schöneberg,11007007,20260206_10595
1243,https://www.immowelt.de/expose/b8fb4bab-7165-47b8-afb3-16cecf33d3f6,Studio zur Miete 930 € 1 Zimmer 20 m² 1. Geschoss frei ab 01.05.2026 Warburgzeile Charlottenburg Berlin 10587,Studio,930.0,1.0,20.0,1,,,10587,no,", 10587 Charlottenburg Berlin",52.5179717,13.3188456,POINT (13.3188456 52.5179717),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_10596
1244,https://www.immowelt.de/expose/26umwikj4gzb,Wohnung zur Miete 730 € 2 Zimmer 46 m² Geschoss 1/4 frei ab sofort Eichborndamm 24 Reinickendorf Berlin 13403,Wohnung,730.0,2.0,46.0,,,,13403,no,", 13403 Reinickendorf Berlin",52.5751043,13.3186742,POINT (13.3186742 52.5751043),1201,Reinickendorf,Reinickendorf,11012012,20260206_10597
1245,https://www.immowelt.de/expose/685538cf-8594-4343-b3a3-c1e2153ecacc,Studio zur Miete 930 € 1 Zimmer 20 m² 12. Geschoss frei ab 01.05.2026 Warburgzeile Charlottenburg Berlin 10587,Studio,930.0,1.0,20.0,12,,,10587,no,", 10587 Charlottenburg Berlin",52.5179717,13.3188456,POINT (13.3188456 52.5179717),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_10598
1246,https://www.immowelt.de/expose/aa00ac2d-78ed-4b1a-9129-dc068027757a,"Studio zur Miete 744 € 1 Zimmer 22,4 m² 13. Geschoss frei ab 06.02.2026 Lehrter Straße Moabit Berlin 10557",Studio,744.0,1.0,22.4,13,,,10557,no,", 10557 Moabit Berlin",52.5256483,13.3640508,POINT (13.3640508 52.5256483),0102,Moabit,Mitte,11001001,20260206_10599
1247,https://www.immowelt.de/expose/a5d545aa-aec1-44a9-8deb-da8b53fda0b2,Studio zur Miete 930 € 1 Zimmer 20 m² 1. Geschoss frei ab 01.05.2026 Warburgzeile Charlottenburg Berlin 10587,Studio,930.0,1.0,20.0,1,,,10587,no,", 10587 Charlottenburg Berlin",52.5179717,13.3188456,POINT (13.3188456 52.5179717),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_10600
1248,https://www.immowelt.de/expose/78d8c269-c3f9-4bd8-b1bb-97a6b3e601dd,"Wohnung zur Miete 832 € 2 Zimmer 43,4 m² 7. Geschoss Senftenberger Ring 35 Märkisches Viertel Berlin 13435",Wohnung,832.0,2.0,43.4,7,,,13435,no,", 13435 Viertel Berlin",52.6012648,13.3463178,POINT (13.3463178 52.6012648),1210,Märkisches Viertel,Reinickendorf,11012012,20260206_10601
1249,https://www.immowelt.de/expose/afa9a712-f083-4611-bc9f-a2aff6f9ff40,Wohnung zur Miete 2.500 € 3 Zimmer 73 m² 1. Geschoss Spandau Berlin 13581,Wohnung,2500.0,3.0,73.0,1,,,13581,no,", 13581 Spandau Berlin",52.5310541,13.1793679,POINT (13.1793679 52.5310541),0501,Spandau,Spandau,11005005,20260206_10602
1252,https://www.immowelt.de/expose/d818c38c-5875-465b-a3ce-f5e21e9f688d,Wohnung zur Miete 890 € 2 Zimmer 50 m² frei ab sofort Charlottenburg Berlin 10789,Wohnung,890.0,2.0,50.0,,,,10789,no,", 10789 Charlottenburg Berlin",52.5021475,13.338011,POINT (13.338011 52.5021475),0401,Charlottenburg,Charlottenburg-Wilmersdorf,11004004,20260206_10603
1258,https://www.immowelt.de/expose/4a990308-6ae4-46c7-bc6a-29979e597e13,Studio zur Miete 679 € 1 Zimmer 33 m² 1. Geschoss frei ab 06.02.2026 Karower Damm Blankenburg Berlin 13129,Studio,679.0,1.0,33.0,1,,,13129,no,", 13129 Blankenburg Berlin",52.5926037,13.4596821,POINT (13.4596821 52.5926037),0303,Blankenburg,Pankow,11003003,20260206_10604
1259,https://www.immowelt.de/expose/6048b9d3-25ac-4182-9908-e3a1975e53c8,Studio zur Miete 790 € 1 Zimmer 21 m² 2. Geschoss frei ab 06.02.2026 Karower Damm Blankenburg Berlin 13129,Studio,790.0,1.0,21.0,2,,,13129,no,", 13129 Blankenburg Berlin",52.5926037,13.4596821,POINT (13.4596821 52.5926037),0303,Blankenburg,Pankow,11003003,20260206_10605
1260,https://www.immowelt.de/expose/f97ca64a-5b14-499f-8b31-ea53f36bec6c,Studio zur Miete 1.521 € 3 Zimmer 61 m² 2. Geschoss frei ab 06.02.2026 Clara-Zetkin-Weg Kaulsdorf Berlin 12619,Studio,1521.0,3.0,61.0,2,,,12619,no,", 12619 Kaulsdorf Berlin",52.5101316,13.5809901,POINT (13.5809901 52.5101316),1003,Kaulsdorf,Marzahn-Hellersdorf,11010010,20260206_10606
1262,https://www.immowelt.de/expose/264gwdq5ewkq,Wohnung zur Miete 900 € 1 Zimmer 40 m² Geschoss 3/5 frei ab sofort Moissistraße Adlershof Berlin 12489,Wohnung,900.0,1.0,40.0,,,,12489,no,", 12489 Adlershof Berlin",52.4380714,13.5435025,POINT (13.5435025 52.4380714),0907,Adlershof,Treptow-Köpenick,11009009,20260206_10607
1263,https://www.immowelt.de/expose/6704e1e0-d2ea-4e3c-a29f-9e2f20746cab,"Wohnung zur Miete 1.456 € 2,5 Zimmer 86,8 m² EG frei ab sofort Plauener Strasse 106 Alt-Hohenschönhausen Berlin 13055",Wohnung,1456.0,2.5,86.8,0,,,13055,no,", 13055 Alt-Hohenschönhausen Berlin",52.5412244,13.4965585,POINT (13.4965585 52.5412244),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_10608
1264,https://www.immowelt.de/expose/26h58vpf2vxr,Wohnung zur Miete 870 € 2 Zimmer 56 m² Geschoss 2/4 frei ab sofort Altglienicke Berlin 12524,Wohnung,870.0,2.0,56.0,,,,12524,no,", 12524 Altglienicke Berlin",52.4118113,13.5481684,POINT (13.5481684 52.4118113),0906,Altglienicke,Treptow-Köpenick,11009009,20260206_10609
1265,https://www.immowelt.de/expose/81985657-0517-48af-aed1-c96196ee975e,Wohnung zur Miete 1.350 € 3 Zimmer 71 m² 2. Geschoss frei ab 15.03.2026 Französisch Buchholz Berlin 13127,Wohnung,1350.0,3.0,71.0,2,,,13127,no,", 13127 Buchholz Berlin",52.6156717,13.4307508,POINT (13.4307508 52.6156717),0310,Französisch Buchholz,Pankow,11003003,20260206_10610
1267,https://www.immowelt.de/expose/1a59bf5e-fecf-413c-95d2-8704ec1ccc2c,"Wohnung zur Miete Tauschwohnung 1.100 € 2,5 Zimmer 70 m² Französisch Buchholz Berlin 13088",Wohnung,1100.0,2.5,70.0,,,,13088,no,", 13088 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_10611
1268,https://www.immowelt.de/expose/c7f2c291-8b12-4afb-99e0-faa268faa0dc,Wohnung zur Miete Tauschwohnung 630 € 2 Zimmer 55 m² 3. Geschoss Westend Berlin 14059,Wohnung,630.0,2.0,55.0,3,,,14059,no,", 14059 Westend Berlin",52.5206596,13.2775493,POINT (13.2775493 52.5206596),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_10612
1269,https://www.immowelt.de/expose/408d165d-5e3c-495a-9db6-c5af0fc2cae3,Wohnung zur Miete Tauschwohnung 800 € 2 Zimmer 50 m² 3. Geschoss Mitte Berlin 13349,Wohnung,800.0,2.0,50.0,3,,,13349,no,", 13349 Mitte Berlin",52.5572937,13.3494565,POINT (13.3494565 52.5572937),0105,Wedding,Mitte,11001001,20260206_10613
1270,https://www.immowelt.de/expose/3be3a6e2-5269-4c0d-83d4-bbbaf52f18f4,"Wohnung zur Miete 1.950 € 3 Zimmer 104,9 m² Klosterstr. 5 Spandau Berlin 13581",Wohnung,1950.0,3.0,104.9,,Klosterstr.,5,13581,no,"Klosterstr. 5, 13581 Spandau Berlin",52.5326017,13.1977736,POINT (13.1977736 52.5326017),0501,Spandau,Spandau,11005005,20260206_10614
1272,https://www.immowelt.de/expose/8a531b07-e836-4046-8ad8-293e74cb7f29,Wohnung zur Miete 1.260 € 2 Zimmer 67 m² frei ab 11.02.2026 Neukölln Berlin 12047,Wohnung,1260.0,2.0,67.0,,,,12047,no,", 12047 Neukölln Berlin",52.4907526,13.4302721,POINT (13.4302721 52.4907526),0801,Neukölln,Neukölln,11008008,20260206_10615
1274,https://www.immowelt.de/expose/b981c226-1ac5-4b49-9d07-7d80b50ead7f,Wohnung zur Miete Tauschwohnung 317 € 1 Zimmer 34 m² 2. Geschoss Westend Berlin 10779,Wohnung,317.0,1.0,34.0,2,,,10779,no,", 10779 Westend Berlin",52.5133213,13.2556663,POINT (13.2556663 52.5133213),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_10616
1275,https://www.immowelt.de/expose/4491da27-7dd2-423f-9cd0-483a51331db2,"Wohnung zur Miete Tauschwohnung 955 € 2,5 Zimmer 75 m² 4. Geschoss Französisch Buchholz Berlin 10407",Wohnung,955.0,2.5,75.0,4,,,10407,no,", 10407 Buchholz Berlin",52.6105131,13.4281104,POINT (13.4281104 52.6105131),0310,Französisch Buchholz,Pankow,11003003,20260206_10617
1276,https://www.immowelt.de/expose/268tczv2rgnw,Studio zur Miete 800 € 1 Zimmer 22 m² Geschoss 4/5 frei ab sofort Mitte Berlin 10115,Studio,800.0,1.0,22.0,,,,10115,no,", 10115 Mitte Berlin",52.5319487,13.3837943,POINT (13.3837943 52.5319487),0101,Mitte,Mitte,11001001,20260206_10618
1277,https://www.immowelt.de/expose/b5b46542-9213-413c-9593-63c1c0fb38bd,"Maisonette zur Miete - Erstbezug 2.500 € 3 Zimmer 87,4 m² frei ab sofort Weißensee Berlin 13088",Maisonette,2500.0,3.0,87.4,,,,13088,yes,", 13088 Weißensee Berlin",52.559548,13.4773241,POINT (13.4773241 52.559548),0302,Weißensee,Pankow,11003003,20260206_10619
1278,https://www.immowelt.de/expose/f1ec2ed2-33f3-43b0-99a7-6f42d5a38e6c,Wohnung zur Miete 1.125 € 1 Zimmer 35 m² frei ab 26.03.2026 Wilmersdorf Berlin 10719,Wohnung,1125.0,1.0,35.0,,,,10719,no,", 10719 Wilmersdorf Berlin",52.4988653,13.3256921,POINT (13.3256921 52.4988653),0402,Wilmersdorf,Charlottenburg-Wilmersdorf,11004004,20260206_10620
1283,https://www.immowelt.de/expose/cda20c23-288d-461f-bd37-82b0b11f5c7f,Wohnung zur Miete 1.450 € 3 Zimmer 104 m² 3. Geschoss frei ab sofort Tegel Berlin 13507,Wohnung,1450.0,3.0,104.0,3,,,13507,no,", 13507 Tegel Berlin",52.5762682,13.2733723,POINT (13.2733723 52.5762682),1202,Tegel,Reinickendorf,11012012,20260206_10621
1284,https://www.immowelt.de/expose/e8d749fd-8e20-4b94-9be3-d952b9516132,"Wohnung zur Miete 1.480 € 3 Zimmer 92,5 m² 1. Geschoss frei ab sofort Grünhofer Weg 38 Spandau Berlin 13581",Wohnung,1480.0,3.0,92.5,1,,,13581,no,", 13581 Spandau Berlin",52.5310541,13.1793679,POINT (13.1793679 52.5310541),0501,Spandau,Spandau,11005005,20260206_10622
1286,https://www.immowelt.de/expose/65b0ea2c-18c0-4ff8-99c0-ba839ceba025,Wohnung zur Miete - Erstbezug 1.672 € 2 Zimmer 86 m² 4. Geschoss frei ab 01.03.2026 Müggelseedamm 174 Friedrichshagen Berlin 12587,Wohnung,1672.0,2.0,86.0,4,,,12587,yes,", 12587 Friedrichshagen Berlin",52.4579495,13.6311821,POINT (13.6311821 52.4579495),0911,Friedrichshagen,Treptow-Köpenick,11009009,20260206_10623
1287,https://www.immowelt.de/expose/26i7enehml8y,Wohnung zur Miete 3.080 € 4 Zimmer 114 m² Geschoss 4/5 frei ab sofort Prenzlauer Berg Berlin 10437,Wohnung,3080.0,4.0,114.0,,,,10437,no,", 10437 Berg Berlin",52.5461984,13.4109651,POINT (13.4109651 52.5461984),0301,Prenzlauer Berg,Pankow,11003003,20260206_10624
1288,https://www.immowelt.de/expose/540781cc-a3c5-47d1-a3de-001704d4b072,"Wohnung zur Miete 2.400 € 4 Zimmer 107,3 m² 6. Geschoss Mitte Berlin 10117",Wohnung,2400.0,4.0,107.3,6,,,10117,no,", 10117 Mitte Berlin",52.5175184,13.3877686,POINT (13.3877686 52.5175184),0101,Mitte,Mitte,11001001,20260206_10625
1290,https://www.immowelt.de/expose/bb7fb2b3-8c7c-4d50-b4da-54184581861e,"Wohnung zur Miete 1.936 € 4 Zimmer 101,9 m² 3. Geschoss frei ab 01.03.2026 In den Alboingärten 5 Schöneberg Berlin 12103",Wohnung,1936.0,4.0,101.9,3,,,12103,no,", 12103 Schöneberg Berlin",52.4635331,13.3731765,POINT (13.3731765 52.4635331),0703,Tempelhof,Tempelhof-Schöneberg,11007007,20260206_10626
1293,https://www.immowelt.de/expose/8add1a2e-2d96-45a3-ab1e-919447c47cd5,Wohnung zur Miete 6.071 € 2 Zimmer 50 m² frei ab sofort Friedrichstraße 31 Kreuzberg Berlin 10969,Wohnung,6071.0,2.0,50.0,,Friedrichstraße,31,10969,no,"Friedrichstraße 31, 10969 Kreuzberg Berlin",52.5046652,13.3910249,POINT (13.3910249 52.5046652),0202,Kreuzberg,Friedrichshain-Kreuzberg,11002002,20260206_10627
1295,https://www.immowelt.de/expose/25dirpm4qub6,Wohnung zur Miete 1.600 € 3 Zimmer 82 m² Geschoss 5/6 frei ab sofort Prenzlauer Promenade 49 Heinersdorf Berlin 13089,Wohnung,1600.0,3.0,82.0,,,,13089,no,", 13089 Heinersdorf Berlin",52.5702012,13.443359,POINT (13.443359 52.5702012),0304,Heinersdorf,Pankow,11003003,20260206_10628
1296,https://www.immowelt.de/expose/307c62c5-40fb-4314-9542-a6f3f12d839e,Wohnung zur Miete 1.730 € 2 Zimmer 64 m² 9 Geschosse frei ab sofort Mitte Berlin 10179,Wohnung,1730.0,2.0,64.0,9,,,10179,no,", 10179 Mitte Berlin",52.5121017,13.4164365,POINT (13.4164365 52.5121017),0101,Mitte,Mitte,11001001,20260206_10629
1297,https://www.immowelt.de/expose/8b640353-4bf0-4572-a3ca-b481784dd5eb,Wohnung zur Miete 1.910 € 2 Zimmer 80 m² 5 Geschosse frei ab sofort Mitte Berlin 10115,Wohnung,1910.0,2.0,80.0,5,,,10115,no,", 10115 Mitte Berlin",52.5319487,13.3837943,POINT (13.3837943 52.5319487),0101,Mitte,Mitte,11001001,20260206_10630
1298,https://www.immowelt.de/expose/619a88a2-580e-4a47-addc-9cae26ddee99,"Wohnung zur Miete 2.490 € 4 Zimmer 118,7 m² 3. Geschoss frei ab sofort Reichsstraße Westend Berlin 14052",Wohnung,2490.0,4.0,118.7,3,,,14052,no,", 14052 Westend Berlin",52.5142533,13.2587723,POINT (13.2587723 52.5142533),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_10631
1302,https://www.immowelt.de/expose/8921b916-8418-49f0-8fac-43cc1eee99f1,Studio zur Miete 820 € 1 Zimmer 38 m² 1. Geschoss frei ab sofort Am Gemeindepark 40 Lankwitz Berlin 12249,Studio,820.0,1.0,38.0,1,,,12249,no,", 12249 Lankwitz Berlin",52.4254955,13.3503781,POINT (13.3503781 52.4254955),0603,Lankwitz,Steglitz-Zehlendorf,11006006,20260206_10632
1305,https://www.immowelt.de/expose/3ac5c0f7-bcb9-460f-a9c5-fbfe84d751e4,"Wohnung zur Miete 3.541 € 4 Zimmer 190,2 m² 4. Geschoss St. Wolfgang Strasse 2 Mitte Berlin 10178",Wohnung,3541.0,4.0,190.2,4,,,10178,no,", 10178 Mitte Berlin",52.5212845,13.4097989,POINT (13.4097989 52.5212845),0101,Mitte,Mitte,11001001,20260206_10633
1309,https://www.immowelt.de/expose/b0e03010-fb5a-4219-ba40-26f9e86d6c33,Wohnung zur Miete 2.977 € 5 Zimmer 135 m² 3. Geschoss Lichterfelde Berlin 12207,Wohnung,2977.0,5.0,135.0,3,,,12207,no,", 12207 Lichterfelde Berlin",52.4207626,13.3056557,POINT (13.3056557 52.4207626),0602,Lichterfelde,Steglitz-Zehlendorf,11006006,20260206_10634
1310,https://www.immowelt.de/expose/263krh4756ye,Wohnung zur Miete 2.590 € 4 Zimmer 98 m² Geschoss 2/6 frei ab 01.03.2026 Friedrichshain Berlin 10245,Wohnung,2590.0,4.0,98.0,,,,10245,no,", 10245 Friedrichshain Berlin",52.5003987,13.4578943,POINT (13.4578943 52.5003987),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_10635
1312,https://www.immowelt.de/expose/80132ec0-2043-4452-b9fd-336beadbff21,Wohnung zur Miete 1.260 € 3 Zimmer 59 m² frei ab 20.02.2026 Britz Berlin 12347,Wohnung,1260.0,3.0,59.0,,,,12347,no,", 12347 Britz Berlin",52.448647,13.425635,POINT (13.425635 52.448647),0802,Britz,Neukölln,11008008,20260206_10636
1313,https://www.immowelt.de/expose/82983b57-665f-4543-afb6-674ec50c1818,Wohnung zur Miete Tauschwohnung 724 € 2 Zimmer 56 m² 4. Geschoss Grünau Berlin 12527,Wohnung,724.0,2.0,56.0,4,,,12527,no,", 12527 Grünau Berlin",52.4154272,13.5805633,POINT (13.5805633 52.4154272),0913,Grünau,Treptow-Köpenick,11009009,20260206_10637
1314,https://www.immowelt.de/expose/268dzdufixpj,Penthouse zur Miete 1.970 € 3 Zimmer 84 m² Geschoss 5/6 frei ab sofort Ravenéstraße 7 Gesundbrunnen Berlin 13347,Penthouse,1970.0,3.0,84.0,,,,13347,no,", 13347 Gesundbrunnen Berlin",52.534059,13.3894002,POINT (13.3894002 52.534059),0101,Mitte,Mitte,11001001,20260206_10638
1315,https://www.immowelt.de/expose/e9a28665-8fab-453e-ad09-be475ccb484f,Wohnung zur Miete Tauschwohnung 570 € 2 Zimmer 50 m² EG Kreuzberg Berlin 10249,Wohnung,570.0,2.0,50.0,0,,,10249,no,", 10249 Kreuzberg Berlin",52.5238116,13.4429595,POINT (13.4429595 52.5238116),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_10639
1316,https://www.immowelt.de/expose/26xgtyqeg8re,Studio zur Miete 1.200 € 1 Zimmer 40 m² Geschoss 1/3 frei ab sofort Lankwitz Berlin 12249,Studio,1200.0,1.0,40.0,,,,12249,no,", 12249 Lankwitz Berlin",52.4254955,13.3503781,POINT (13.3503781 52.4254955),0603,Lankwitz,Steglitz-Zehlendorf,11006006,20260206_10640
1318,https://www.immowelt.de/expose/a347a7a1-bc36-4f5a-97cb-240945450c11,Wohnung zur Miete 950 € 2 Zimmer 50 m² 4 Geschosse frei ab 01.03.2026 Spandauer Damm 257 Westend Berlin 14052,Wohnung,950.0,2.0,50.0,4,,,14052,no,", 14052 Westend Berlin",52.5142533,13.2587723,POINT (13.2587723 52.5142533),0405,Westend,Charlottenburg-Wilmersdorf,11004004,20260206_10641
1319,https://www.immowelt.de/expose/8a895a3b-c19e-4bf1-9dab-39f5537964d2,Wohnung zur Miete Tauschwohnung 799 € 3 Zimmer 63 m² 4. Geschoss Mitte Berlin 13359,Wohnung,799.0,3.0,63.0,4,,,13359,no,", 13359 Mitte Berlin",52.5598732,13.3850984,POINT (13.3850984 52.5598732),0106,Gesundbrunnen,Mitte,11001001,20260206_10642
1320,https://www.immowelt.de/expose/26cxf3qhqtax,Wohnung zur Miete 2.200 € 3 Zimmer 102 m² Geschoss 1/5 frei ab sofort Friedrichshain Berlin 10247,Wohnung,2200.0,3.0,102.0,,,,10247,no,", 10247 Friedrichshain Berlin",52.5157448,13.4651279,POINT (13.4651279 52.5157448),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_10643
1322,https://www.immowelt.de/expose/26rxvd5hybhw,Penthouse zur Miete 4.363 € 7 Zimmer 246 m² Geschoss 5/6 frei ab sofort Prenzlauer Berg Berlin 10437,Penthouse,4363.0,7.0,246.0,,,,10437,no,", 10437 Berg Berlin",52.5461984,13.4109651,POINT (13.4109651 52.5461984),0301,Prenzlauer Berg,Pankow,11003003,20260206_10644
1323,https://www.immowelt.de/expose/c7ada9f4-edb2-4fd5-b1b8-52ad9e724550,Wohnung zur Miete 3.168 € 5 Zimmer 198 m² Krachtstr. 8 Friedrichshain Berlin 10245,Wohnung,3168.0,5.0,198.0,,Krachtstr.,8,10245,no,"Krachtstr. 8, 10245 Friedrichshain Berlin",52.4968071,13.4699415,POINT (13.4699415 52.4968071),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_10645
1324,https://www.immowelt.de/expose/26n21744vu6f,Terrassenwohnung zur Miete 1.680 € 2 Zimmer 70 m² Geschoss 5/6 frei ab sofort Wilmersdorf Berlin 10777,Terrassenwohnung,1680.0,2.0,70.0,,,,10777,no,", 10777 Wilmersdorf Berlin",52.4871152,13.3203298,POINT (13.3203298 52.4871152),0402,Wilmersdorf,Charlottenburg-Wilmersdorf,11004004,20260206_10646
1328,https://www.immowelt.de/expose/7927e69e-b80b-42fb-a757-8f193f85031e,Wohnung zur Miete 1.395 € 2 Zimmer 44 m² 3. Geschoss frei ab sofort Friedrichshain Berlin 10247,Wohnung,1395.0,2.0,44.0,3,,,10247,no,", 10247 Friedrichshain Berlin",52.5157448,13.4651279,POINT (13.4651279 52.5157448),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_10647
1332,https://www.immowelt.de/expose/451aaf75-83e2-43ce-8d1f-16f2c6a5b923,Wohnung zur Miete 4.128 € 2 Zimmer 28 m² frei ab sofort Alte Schönhauser Straße 2 Mitte Berlin 10119,Wohnung,4128.0,2.0,28.0,,Alte Schönhauser Straße,2,10119,no,"Alte Schönhauser Straße 2, 10119 Mitte Berlin",52.5285208,13.4089782,POINT (13.4089782 52.5285208),0101,Mitte,Mitte,11001001,20260206_10648
1333,https://www.immowelt.de/expose/6cc1081d-1017-4c35-8509-5a347a2cc4db,Wohnung zur Miete 1.333 € 2 Zimmer 58 m² 3. Geschoss frei ab sofort Kaiserin-Augusta-Allee 29 Moabit Berlin 10553,Wohnung,1333.0,2.0,58.0,3,,,10553,no,", 10553 Moabit Berlin",52.5292631,13.3217715,POINT (13.3217715 52.5292631),0102,Moabit,Mitte,11001001,20260206_10649
1334,https://www.immowelt.de/expose/acaadce2-0844-4b07-9787-5a03902bee6f,"Wohnung zur Miete 2.238 € 4 Zimmer 107,5 m² 6. Geschoss frei ab sofort Quartiersweg 4 Schöneberg Berlin 10829",Wohnung,2238.0,4.0,107.5,6,,,10829,no,", 10829 Schöneberg Berlin",52.476628,13.3563932,POINT (13.3563932 52.476628),0701,Schöneberg,Tempelhof-Schöneberg,11007007,20260206_10650
1336,https://www.immowelt.de/expose/33ead900-aef5-41d0-a5fb-a407eea381a1,Wohnung zur Miete 1.460 € 2 Zimmer 71 m² 2. Geschoss frei ab sofort Lichterfelder Ring 91 Marienfelde Berlin 12279,Wohnung,1460.0,2.0,71.0,2,,,12279,no,", 12279 Marienfelde Berlin",52.4103981,13.3528614,POINT (13.3528614 52.4103981),0705,Marienfelde,Tempelhof-Schöneberg,11007007,20260206_10651
1338,https://www.immowelt.de/expose/c4f96175-08c5-4748-b0d1-e75aa046eeb3,"Wohnung zur Miete 2.415 € 4 Zimmer 115,7 m² 6. Geschoss frei ab sofort Quartiersweg 8 Schöneberg Berlin 10829",Wohnung,2415.0,4.0,115.7,6,,,10829,no,", 10829 Schöneberg Berlin",52.476628,13.3563932,POINT (13.3563932 52.476628),0701,Schöneberg,Tempelhof-Schöneberg,11007007,20260206_10652
1339,https://www.immowelt.de/expose/72fb31a2-5bea-4c6a-9919-982b3a5ca0a6,Wohnung zur Miete 2.185 € 2 Zimmer 54 m² frei ab sofort Tiergarten Berlin 10787,Wohnung,2185.0,2.0,54.0,,,,10787,no,", 10787 Tiergarten Berlin",52.5069933,13.342647,POINT (13.342647 52.5069933),0104,Tiergarten,Mitte,11001001,20260206_10653
1340,https://www.immowelt.de/expose/ee9ee487-925a-4af6-b934-e7b9bab008bf,Wohnung zur Miete 2.250 € 3 Zimmer 98 m² frei ab sofort Mühlenstraße 32 Friedrichshain Berlin 10243,Wohnung,2250.0,3.0,98.0,,Mühlenstraße,32,10243,no,"Mühlenstraße 32, 10243 Friedrichshain Berlin",52.5066681,13.4382595,POINT (13.4382595 52.5066681),0201,Friedrichshain,Friedrichshain-Kreuzberg,11002002,20260206_10654
1341,https://www.immowelt.de/expose/2637bcc687x6,Wohnung zur Miete 1.200 € 1 Zimmer 87 m² Geschoss EG/2 frei ab 01.05.2026 Alt-Hohenschönhausen Berlin 13053,Wohnung,1200.0,1.0,87.0,0,,,13053,no,", 13053 Alt-Hohenschönhausen Berlin",52.5510005,13.5110976,POINT (13.5110976 52.5510005),1110,Alt-Hohenschönhausen,Lichtenberg,11011011,20260206_10655
1343,https://www.immowelt.de/expose/abef7927-b883-4c6f-b9cb-6e03a68a31b0,Studio zur Miete Tauschwohnung 800 € 3 Zimmer 73 m² 7. Geschoss Mitte Berlin 10178,Studio,800.0,3.0,73.0,7,,,10178,no,", 10178 Mitte Berlin",52.5212845,13.4097989,POINT (13.4097989 52.5212845),0101,Mitte,Mitte,11001001,20260206_10656
1344,https://www.immowelt.de/expose/20845a38-dccb-42d6-ace8-3dc56a2d0511,"Wohnung zur Miete 1.095 € 2 Zimmer 55,2 m² 2. Geschoss Britz Berlin 12355",Wohnung,1095.0,2.0,55.2,2,,,12355,no,", 12355 Britz Berlin",52.4483324,13.4423401,POINT (13.4423401 52.4483324),0802,Britz,Neukölln,11008008,20260206_10657
1345,https://www.immowelt.de/expose/d453b17d-e424-46ff-91b5-3c9d4877a24e,Wohnung zur Miete Tauschwohnung 2.100 € 3 Zimmer 107 m² 4. Geschoss Weißensee Berlin 13086,Wohnung,2100.0,3.0,107.0,4,,,13086,no,", 13086 Weißensee Berlin",52.5571246,13.4482778,POINT (13.4482778 52.5571246),0302,Weißensee,Pankow,11003003,20260206_10658
