id,district_id,name,latitude,longitude,geometry,neighborhood,district,neighborhood_id,external_id,school_name,school_type,school_subtype,grades_offered,is_primary,is_secondary,is_vocational,is_special_needs,languages,has_all_day_program,address,street,house_number,postal_code,city,ownership,official_school_id,is_barrier_free,accessibility_notes,phone,email,website,last_source_update,last_ingested_at,is_active,lat,lon,is_potential_duplicate,has_district,has_neighborhood
12797375599,11011011,12. Gymnasium Lichtenberg 11Y12,52.5248369,13.513904399999998,POINT (13.513904399999998 52.5248369),Lichtenberg,Lichtenberg,1103,,12. Gymnasium Lichtenberg 11Y12,,,,,,,,,,"Allee der Kosmonauten 22, 10315 Berlin",Allee der Kosmonauten,22,10315,Berlin,Bezirksamt Lichtenberg,,,,+49 30 2639114000,sekretariat@11y12.schule.berlin.de,https://gym.adkosmos.eu/,,,True,52.5248369,13.513904399999998,False,True,True
41406792,11011011,12. Schule mit sonderpädagogischem Förderschwerpunkt,52.50278008691506,13.509228123599339,POINT (13.509228123599339 52.50278008691506),Friedrichsfelde,Lichtenberg,1101,,12. Schule mit sonderpädagogischem Förderschwerpunkt,,,,,,,,,,Rummelsburger Straße 21,,,10315,,,,,,,,,,,True,52.50278008691506,13.509228123599339,False,True,True
656849860,11011011,14. Schule (Integrierte Sekundarschule),52.56941881673431,13.531591483715927,POINT (13.531591483715927 52.56941881673431),Neu-Hohenschönhausen,Lichtenberg,1109,11K14,14. Schule (Integrierte Sekundarschule),,,,,,,,,,"Wartiner Straße 1-3, 13057 Berlin",Wartiner Straße,1-3,13057,Berlin,,,,,,,https://11k14.info/,,,True,52.56941881673431,13.531591483715927,False,True,True
12797375598,11011011,"15. Schule
ISS mit gymnasialer Oberstufe - 11K15",52.524962899999984,13.5133643,POINT (13.5133643 52.524962899999984),Lichtenberg,Lichtenberg,1103,,"15. Schule
ISS mit gymnasialer Oberstufe - 11K15",,,,,,,,,,"Allee der Kosmonauten 22, 10315 Berlin",Allee der Kosmonauten,22,10315,Berlin,Bezirksamt Lichtenberg,,,,+4930 - 263 976 00 00,sekretariat@11K15.schule.berlin.de,https://iss.adkosmos.eu/,,,True,52.524962899999984,13.5133643
1158766413,11001001,2. Schulpraktisches Seminar Mitte (S),52.5462373327245,13.392747812327087,POINT (13.392747812327087 52.5462373327245),Gesundbrunnen,Mitte,0106,,2. Schulpraktisches Seminar Mitte (S),,,,,,,,,,Putbusser Straße,,,13355,,,,,,,,,,,True,52.5462373327245,13.392747812327087
1165565973,11010010,36. Grundschule,52.53225555808295,13.624312571273038,POINT (13.624312571273038 52.53225555808295),Hellersdorf,Marzahn-Hellersdorf,1005,10G36a,36. Grundschule,,,,,,,,,,"Louis-Lewin-Straße 40a, 12627 Berlin",Louis-Lewin-Straße,40a,12627,Berlin,,,,,,,,,,True,52.53225555808295,13.624312571273038
947435733,11010010,36. Grundschule Hellersdorf,52.53975196809446,13.613303590019793,POINT (13.613303590019793 52.53975196809446),Hellersdorf,Marzahn-Hellersdorf,1005,10G36,36. Grundschule Hellersdorf,,,,,,,,,,"Quedlinburger Straße 56, 12627 Berlin",Quedlinburger Straße,56,12627,Berlin,,,,,,,https://grundschule36-hellersdorf.de/,,,True,52.53975196809446,13.613303590019793
35574500,11011011,36.Grundschule Berlin Lichtenberg,52.56910340034772,13.529599115409775,POINT (13.529599115409775 52.56910340034772),Neu-Hohenschönhausen,Lichtenberg,1109,11G36,36.Grundschule Berlin Lichtenberg,,,,,,,,,,"Wartiner Straße 6, 13057 Berlin",Wartiner Straße,6,13057,Berlin,,,,,,,https://36gsli.de/,,,True,52.56910340034772,13.529599115409775
606847150,11002002,37. Grundschule Berlin Friedrichshain,52.52142928308084,13.439068073245346,POINT (13.439068073245346 52.52142928308084),Friedrichshain,Friedrichshain-Kreuzberg,0201,02G37,37. Grundschule Berlin Friedrichshain,,,,,,,,,,"Pufendorfstraße 10, 10249 Berlin",Pufendorfstraße,10,10249,Berlin,Bezirksamt Friedrichshain-Kreuzberg von Berlin,,,,,sekretariat@02g37.schule.berlin.de,http://37schule.berlin/,,,True,52.52142928308084,13.439068073245346
1097280643,11008008,37. Grundschule in Neukölln,52.44531514970242,13.425129330114832,POINT (13.425129330114832 52.44531514970242),Britz,Neukölln,0802,08G38,37. Grundschule in Neukölln,,,,,,,,,,Koppelweg 50,,,12347,,,,,,,,,,,True,52.44531514970242,13.425129330114832
631356623,11011011,38. Schule Grundschule Lichtenberg,52.527448105126105,13.477292941661123,POINT (13.477292941661123 52.527448105126105),Fennpfuhl,Lichtenberg,1111,11G38,38. Schule Grundschule Lichtenberg,,,,,,,,,,"Paul-Junius-Straße 69, 10369 Berlin",Paul-Junius-Straße,69,10369,Berlin,,,,,,,,,,True,52.527448105126105,13.477292941661123
881307707,11003003,49. Grundschule Pankow,52.563291772707494,13.453566194558842,POINT (13.453566194558842 52.563291772707494),Weißensee,Pankow,0302,03G49,49. Grundschule Pankow,,,,,,,,,,"Rennbahnstraße 49, 13086 Berlin",Rennbahnstraße,49,13086,Berlin,,,,,+49 30 920 91 798,sekretariat@03g49.schule.berlin.de,https://www.03g49.de,,,True,52.563291772707494,13.453566194558842
137336392,11003003,50. Grundschule,52.626058012644215,13.498395753878487,POINT (13.498395753878487 52.626058012644215),Buch,Pankow,0309,03G50,50. Grundschule,,,,,,,,,,"Karower Chaussee 97, 13125 Berlin",Karower Chaussee,97,13125,Berlin,Bezirksamt Pankow von Berlin,,,,+49309479492235,sekretariat@03g50.schule.berlin.de,https://www.03g50.de/,,,True,52.626058012644215,13.498395753878487
